eta_b_leading,pt_l1,pt_l2,pt_l_leading,pt_l_trailing,eta_l1,eta_l2,eta_l_leading,eta_l_trailing,pt_ll,m_ll,DeltaPhi_ll,DeltaEta_ll,pt_b_leading,pt_b_trailing,eta_b_leading,eta_b_trailing,pt_bb,m_bb,
1.18235,212.936,66.0861,212.936,66.0861,-0.511457,1.17557,-0.511457,1.17557,152.477,324.194,3.48929,-0.664112,336.877,58.5834,1.18235,-1.29524,278.794,525.805,
-2.18619,68.0898,132.253,132.253,68.0898,1.3191,-0.0797834,-0.0797834,1.3191,82.6472,232.371,3.69769,1.23932,204.687,77.6708,-2.18619,-0.25998,199.522,347.065,
1.81134,164.16,213.186,213.186,164.16,1.99613,-1.11159,-1.11159,1.99613,75.5397,922.565,2.83317,0.884543,362.399,219.41,1.81134,-0.673427,143.481,1061.34,
0.654203,69.3158,100.958,100.958,69.3158,-2.23774,1.43246,1.43246,-2.23774,52.1595,535.905,2.64069,0.805277,95.0686,88.7296,0.654203,-1.66539,126.825,299.162,
0.524131,121.638,56.9856,121.638,56.9856,0.558259,-2.10239,0.558259,-2.10239,76.1836,334.491,2.6527,-1.54413,264.813,31.9344,0.524131,-1.22776,234.03,259.681,
0.918261,90.9507,500.406,500.406,90.9507,1.67151,-0.106613,-0.106613,1.67151,437.967,586.454,3.88736,1.5649,133.967,103.192,0.918261,-0.0129565,193.565,179.508,
-2.26702,279.053,24.3331,279.053,24.3331,0.628874,-1.32244,0.628874,-1.32244,258.431,245.825,2.60563,-0.693566,167.869,44.2733,-2.26702,-0.343985,127.123,263.178,
1.11834,181.706,34.1209,181.706,34.1209,1.08553,-1.36357,1.08553,-1.36357,149.675,289.995,2.82366,-0.278036,293.954,276.784,1.11834,-0.821948,32.5335,860.477,
1.09699,100.297,133.826,133.826,100.297,1.16766,0.539287,0.539287,1.16766,76.7522,233.237,3.74672,0.628375,663.452,309.669,1.09699,1.00317,371.9,916.039,
0.827811,87.5687,96.2278,96.2278,87.5687,1.05697,-0.72703,-0.72703,1.05697,22.4838,260.781,3.36812,0.329943,205.295,131.924,0.827811,-2.00151,131.489,709.358,
1.17283,89.021,73.8808,89.021,73.8808,-0.974571,0.606818,-0.974571,0.606818,58.7137,208,2.42699,0.367753,313.213,160.334,1.17283,-0.187671,200.954,546.294,
-0.474098,362.031,141.378,362.031,141.378,-0.934189,1.19523,-0.934189,1.19523,272.537,716.458,2.4189,-0.261037,152.631,70.5059,-0.474098,0.815143,87.961,252.025,
0.471196,444.913,121.718,444.913,121.718,-0.768342,0.922894,-0.768342,0.922894,331.78,637.586,2.81795,-0.154551,477.803,99.3578,0.471196,-0.770332,381.054,520.876,
1.22103,361.811,65.3763,361.811,65.3763,-0.483783,0.583362,-0.483783,0.583362,299.181,350.102,3.40535,-0.0995793,275.094,65.7481,1.22103,-1.0698,216.032,463.683,
1.77206,70.3328,52.0426,70.3328,52.0426,1.26759,-1.22543,1.26759,-1.22543,54.4155,221.987,2.26688,0.0421595,45.7327,42.0329,1.77206,-1.43101,78.755,212.777,
1.40435,80.9879,50.2955,80.9879,50.2955,1.92821,-1.33968,1.92821,-1.33968,106.673,323.75,1.28581,0.588535,280.808,206.921,1.40435,-0.956093,132.419,852.849,
0.397232,73.9027,124.721,124.721,73.9027,-2.34158,-1.0189,-1.0189,-2.34158,58.151,233.854,2.84609,1.32268,322.689,102.278,0.397232,-2.32712,317.261,722.138,
-0.927524,94.9111,28.3545,94.9111,28.3545,0.133973,-1.09447,0.133973,-1.09447,66.6825,123.88,3.22054,-0.960502,225.738,215.166,-0.927524,1.50466,127.551,799.812,
0.942122,288.592,73.7378,288.592,73.7378,-0.151236,0.378393,-0.151236,0.378393,218.071,299.73,2.88507,-0.227157,509.262,98.1689,0.942122,0.754955,411.627,453.187,
-1.34663,79.2868,49.0207,79.2868,49.0207,-1.73512,2.4708,-1.73512,2.4708,70.1325,514.352,2.07727,-0.735683,270.863,91.6551,-1.34663,1.6388,265.018,710.522,
-1.67605,42.8187,146.618,146.618,42.8187,2.61581,-0.00394,-0.00394,2.61581,148.019,296.799,1.6842,2.61187,264.386,46.631,-1.67605,1.43779,234.309,544.164,
-0.57225,57.523,134.1,134.1,57.523,2.03265,-0.660608,-0.660608,2.03265,94.501,356.219,2.50016,1.37205,472.466,435.27,-0.57225,1.35103,216.991,1343.08,
1.39234,111.489,59.868,111.489,59.868,1.96331,-0.986383,1.96331,-0.986383,63.0596,373.997,2.69456,0.976929,177.231,138.451,1.39234,-2.0947,39.193,923.712,
-0.0137819,21.6932,43.4736,43.4736,21.6932,-1.96409,-1.79955,-1.79955,-1.96409,60.4616,24.8342,0.813977,0.164538,318.8,161.155,-0.0137819,-1.7606,187.879,630.022,
2.15408,44.0717,123.531,123.531,44.0717,-2.07089,1.03498,1.03498,-2.07089,91.9734,361.318,2.50307,1.03591,46.6136,31.16,2.15408,-2.32548,68.9298,356.244,
0.57504,49.4021,42.7548,49.4021,42.7548,-1.74051,1.10501,-1.74051,1.10501,90.2571,180.545,0.407884,0.635492,305.959,256.265,0.57504,-1.73841,290.722,935.957,
0.189018,224.723,171.616,224.723,171.616,0.300697,-0.939818,0.300697,-0.939818,97.956,463.519,3.56385,-0.639121,552.573,39.5249,0.189018,-0.341222,527.645,287.431,
-1.70244,62.027,44.9007,62.027,44.9007,-1.61039,1.04136,-1.61039,1.04136,38.8098,209.863,2.46907,0.569034,180.938,88.7724,-1.70244,1.88331,116.841,779.533,
1.95601,154.099,75.3115,154.099,75.3115,-1.33614,1.27059,-1.33614,1.27059,84.462,424.79,2.85811,0.0655506,187.027,75.1411,1.95601,-0.600936,120.802,458.137,
1.92607,116.169,88.9082,116.169,88.9082,-1.17565,1.57245,-1.17565,1.57245,137.458,405.491,1.69237,-0.396799,247.909,142.074,1.92607,-1.92872,141.027,1314.51,
0.460519,87.208,153.054,153.054,87.208,1.08573,0.241584,0.241584,1.08573,90.5121,244.178,3.68583,0.844142,201.969,65.5754,0.460519,0.83996,152.967,225.028,
2.08319,142.696,124.309,142.696,124.309,-0.20337,1.36231,-0.20337,1.36231,66.6434,346.373,3.62731,-1.15894,250.97,129.353,2.08319,-0.683865,126.699,763.75,
-1.12406,121.36,28.3041,121.36,28.3041,-0.692729,-0.718178,-0.692729,-0.718178,93.3363,117.003,3.26512,-0.0254486,558.916,87.3341,-1.12406,0.104806,501.983,511.83,
-0.132479,127.736,184.601,184.601,127.736,1.02317,-1.36539,-1.36539,1.02317,180.097,526.396,4.32173,-0.342217,320.277,296.974,-0.132479,1.12773,434.279,609.529,
1.39293,167.409,70.9988,167.409,70.9988,-0.744795,1.80954,-0.744795,1.80954,96.5926,421.359,3.19608,-1.06474,260.38,156.388,1.39293,-0.767915,132.28,659.868,
1.31289,38.507,129.527,129.527,38.507,-0.574797,1.11011,1.11011,-0.574797,155.358,148.129,0.940878,-0.535317,403.507,122.094,1.31289,-1.04538,287.514,790.357,
1.71444,139.216,22.1817,139.216,22.1817,-1.17376,2.37257,-1.17376,2.37257,128.166,332.637,2.16283,-1.19881,159.088,56.7458,1.71444,-0.0362512,102.894,271.738,
-0.16051,281.086,253.783,281.086,253.783,0.72651,-0.567959,0.72651,-0.567959,104.994,642.063,3.5235,0.158552,164.576,125.121,-0.16051,1.36534,47.8856,375.211,
-1.85051,77.1691,48.2422,77.1691,48.2422,-1.93219,2.15738,-1.93219,2.15738,29.4176,479.357,3.22932,-0.225194,139.5,104.633,-1.85051,2.35348,156.327,991.806,
0.551931,96.3211,152.096,152.096,96.3211,0.25341,2.17938,2.17938,0.25341,98.0802,354.192,3.82114,-1.92597,108.464,90.425,0.551931,2.43784,98.864,279.89,
-1.44511,22.4228,44.4819,44.4819,22.4228,-1.59525,2.23337,2.23337,-1.59525,40.5312,216.195,4.27849,-0.638114,172.683,106.507,-1.44511,2.40921,102.499,948.401,
-1.363,38.6545,264.251,264.251,38.6545,-1.34605,0.774304,0.774304,-1.34605,234.248,320.632,2.50691,0.571747,131.022,32.9204,-1.363,0.36575,111.312,176.702,
0.28786,103.159,133.31,133.31,103.159,-1.06639,-0.321094,-0.321094,-1.06639,30.6504,250.952,3.09458,0.745293,368.088,268.977,0.28786,-1.40655,99.7183,869.199,
-1.65222,154.34,57.7367,154.34,57.7367,-1.76684,1.21292,-1.76684,1.21292,122.977,433.454,2.31184,0.55392,217.693,76.2059,-1.65222,1.60026,144.419,679.931,
-1.05652,365.069,377.074,377.074,365.069,-0.456637,-1.09012,-1.09012,-0.456637,402.038,668.024,1.99702,-0.633483,131.829,49.2118,-1.05652,-0.0960508,124.105,155.366,
-0.770469,114.376,31.8939,114.376,31.8939,-0.502963,-0.214299,-0.502963,-0.214299,84.9602,120.344,3.48047,0.288664,121.845,45.6767,-0.770469,-1.12323,80.3266,155.132,
-1.42502,68.5709,107.029,107.029,68.5709,-2.3583,1.55992,1.55992,-2.3583,45.3286,619.261,3.42257,0.798384,165.805,131.187,-1.42502,1.92748,55.6353,816.552,
-1.51288,140.615,81.2453,140.615,81.2453,0.23397,-1.12924,0.23397,-1.12924,82.792,259.03,3.68824,-0.895271,284.544,226.989,-1.51288,1.57086,438.599,1164.97,
-2.19768,33.3574,95.8252,95.8252,33.3574,0.0364039,-1.26537,-1.26537,0.0364039,70.595,133.906,2.55141,-1.22897,234.193,194.584,-2.19768,0.942712,166.389,1059.05,
-0.276558,101.218,99.2408,101.218,99.2408,-1.42898,-1.1166,-1.42898,-1.1166,71.0053,190.08,3.86548,0.312386,554.708,313.827,-0.276558,-1.59538,241.095,1023.83,
-0.759444,32.7454,28.1028,32.7454,28.1028,1.26863,-0.281354,1.26863,-0.281354,60.6094,52.1483,0.177761,0.987273,616.023,176.355,-0.759444,1.15755,569.313,917.371,
0.683703,292.124,82.6823,292.124,82.6823,0.358862,-2.16863,0.358862,-2.16863,219.467,590.245,3.56671,-1.80977,293.066,78.3477,0.683703,-1.06457,229.108,420.108,
-1.46756,130.758,45.1193,130.758,45.1193,-0.122808,-1.09463,-0.122808,-1.09463,104.044,161.655,2.352,-0.971826,115.895,67.5747,-1.46756,0.769319,48.5892,300.717,
-0.730322,194.553,347.095,347.095,194.553,0.161309,-1.01834,-1.01834,0.161309,179.101,605.55,2.77844,-0.857031,123.673,87.9376,-0.730322,0.563922,122.898,227.861,
-1.26481,23.8334,44.0343,44.0343,23.8334,-0.898979,1.51597,1.51597,-0.898979,50.3711,108.658,1.55641,-0.616993,799.982,641.866,-1.26481,0.760544,220.089,2235.56,
0.907082,34.9574,97.5678,97.5678,34.9574,-1.54557,1.11405,1.11405,-1.54557,97.5783,224.055,4.53258,0.431517,290.422,56.2847,0.907082,-0.817886,257.967,343.341,
-1.23307,469.805,105.375,469.805,105.375,0.214003,-1.99605,0.214003,-1.99605,364.442,745.478,3.15465,-1.78204,288.541,174.035,-1.23307,0.106365,124.789,550.902,
-0.80391,301.227,277.637,301.227,277.637,-0.545068,0.962972,-0.545068,0.962972,40.2795,750.031,3.25455,-0.417903,192.823,67.1175,-0.80391,1.142,134.749,341.43,
2.31029,108.694,30.0143,108.694,30.0143,2.48059,-1.68286,2.48059,-1.68286,89.763,463.094,2.3658,0.797732,240.615,170.235,2.31029,-0.726465,70.6626,970.795,
0.198715,131.596,525.507,525.507,131.596,-0.242305,-0.393233,-0.393233,-0.242305,404.511,519.359,3.49323,-0.150928,724.326,112.936,0.198715,1.5938,681.314,651.77,
2.00851,87.0506,34.114,87.0506,34.114,-0.547831,2.04494,-0.547831,2.04494,69.8218,209.244,4.00349,-1.49711,257.211,87.2548,2.00851,-0.731842,179.099,625.426,
-0.77266,48.5661,85.7321,85.7321,48.5661,-1.21857,2.01749,2.01749,-1.21857,37.2889,338.198,3.09472,-0.798915,110.568,48.7125,-0.77266,2.30453,65.8401,357.314,
-0.289987,193.231,121.892,193.231,121.892,-0.526043,0.637708,-0.526043,0.637708,194.45,311.7,4.40206,-0.111665,627.894,151.223,-0.289987,0.493343,523.545,630.595,
-1.447,301.54,325.086,325.086,301.54,-1.29773,1.04126,1.04126,-1.29773,241.239,1079.11,3.92857,0.256466,293.429,92.8855,-1.447,1.55206,305.553,741.632,
-0.993326,60.6199,72.8955,72.8955,60.6199,-1.11516,1.92747,1.92747,-1.11516,130.935,290.993,0.395563,-0.812313,379.29,134.902,-0.993326,2.04201,328.367,1059.12,
2.07276,101.661,175.951,175.951,101.661,1.92329,-1.42896,-1.42896,1.92329,77.6861,739.507,3.31165,0.494322,149.82,57.3225,2.07276,-2.29118,94.021,832.939,
1.03026,131.483,321.477,321.477,131.483,1.55809,-1.18879,-1.18879,1.55809,193.637,863.127,3.32368,0.369298,194.897,58.9408,1.03026,-0.899726,144.107,318.925,
0.931568,110.955,37.5795,110.955,37.5795,-1.28633,0.929651,-1.28633,0.929651,84.7163,212.692,3.8097,0.356679,471.318,238.794,0.931568,-2.00155,233.764,1532.29,
-0.259839,102.276,98.5409,102.276,98.5409,-0.643894,-1.78803,-0.643894,-1.78803,75.228,222.182,3.90869,-1.14413,382.162,166.791,-0.259839,-1.99333,244.186,698.619,
-1.22604,63.9846,98.0069,98.0069,63.9846,-1.42684,1.69346,1.69346,-1.42684,36.1591,393.351,3.29639,-0.26662,196.828,85.1944,-1.22604,1.10312,119.768,454.928,
0.828987,38.9929,155.352,155.352,38.9929,0.865298,-2.0371,-2.0371,0.865298,133.589,344.235,2.2712,-1.1718,298.273,153.624,0.828987,-2.30892,197.828,1064.25,
-2.10335,241.654,218.906,241.654,218.906,-2.35931,-0.143066,-2.35931,-0.143066,38.1538,771.923,3.27487,2.21624,100.101,90.6189,-2.10335,-0.697044,39.588,238.079,
-0.631655,97.2467,166.521,166.521,97.2467,-0.376481,1.90207,1.90207,-0.376481,97.185,433.003,2.59934,-1.52559,327.361,64.275,-0.631655,-2.34723,263.163,404.183,
-2.06807,233.006,146.518,233.006,146.518,-1.77681,-0.701525,-1.77681,-0.701525,150.609,405.933,2.46123,1.07529,164.231,123.287,-2.06807,-0.80052,63.007,343.916,
-0.786053,219.316,191.767,219.316,191.767,0.741126,-0.418815,0.741126,-0.418815,34.3561,480.658,3.04145,0.322312,200.742,75.1113,-0.786053,0.54104,126.727,304.202,
-0.388875,110.535,200.536,200.536,110.535,-0.787118,2.00338,2.00338,-0.787118,146.914,627.117,3.94279,-1.21626,118.915,76.7422,-0.388875,1.26187,102.621,244.489,
1.50617,261.282,40.6846,261.282,40.6846,0.901646,-1.42013,0.901646,-1.42013,231.46,354.617,3.83508,-0.51848,359.137,235.778,1.50617,-0.982406,533.284,966.038,
-1.42374,108.006,164.837,164.837,108.006,-0.612358,2.08805,2.08805,-0.612358,113.732,540.478,2.38537,-1.47569,427.989,390.785,-1.42374,0.683357,752.16,1084.53,
-2.04683,58.7074,104.706,104.706,58.7074,1.1107,-1.80613,-1.80613,1.1107,48.4601,354.975,2.94679,-0.695434,106.646,52.9429,-2.04683,1.55297,91.9318,461.734,
2.06607,144.415,24.3535,144.415,24.3535,-1.16994,1.73416,-1.16994,1.73416,135.708,259.628,4.26668,-0.564216,111.953,76.7506,2.06607,-2.04681,71.9083,734.308,
-2.43727,63.3155,33.0736,63.3155,33.0736,-1.90671,0.438126,-1.90671,0.438126,37.2895,160.492,2.66022,1.46858,410.483,363.081,-2.43727,0.939711,81.2392,2159.59,
1.45899,234.87,66.5967,234.87,66.5967,1.0654,-0.996964,1.0654,-0.996964,168.314,395.312,3.17102,0.0684313,320.147,48.6176,1.45899,0.1376,301.177,277.87,
-0.984379,36.4304,190.05,190.05,36.4304,2.14249,-0.329963,-0.329963,2.14249,183.787,293.781,4.44426,1.81253,340.688,101.601,-0.984379,0.701659,252.619,507.229,
-0.101983,85.021,209.772,209.772,85.021,0.430007,1.53272,1.53272,0.430007,124.959,308.647,3.19564,-1.10271,695.702,51.5313,-0.101983,1.51159,651.226,509.781,
0.237199,337.408,208.761,337.408,208.761,-0.181084,-0.434367,-0.181084,-0.434367,212.684,507.552,2.49209,-0.253283,462.494,246.671,0.237199,-0.433823,462.403,586.175,
-1.28066,196.457,441.093,441.093,196.457,-1.88813,-1.15539,-1.15539,-1.88813,249.872,626.641,3.31465,0.732741,172.641,143.6,-1.28066,-2.34466,88.2404,353.308,
1.6433,90.6527,25.1136,90.6527,25.1136,-2.37847,2.36005,-2.37847,2.36005,72.3209,513.591,2.48925,0.0184112,291.732,262.929,1.6433,-1.58419,153.018,1438.15,
0.903035,300.764,21.1229,300.764,21.1229,-0.947388,1.28644,-0.947388,1.28644,281.518,267.661,3.55162,-0.339055,233.502,218.305,0.903035,-1.10729,44.6287,699.123,
1.92084,30.8872,168.013,168.013,30.8872,-1.72947,-0.988963,-0.988963,-1.72947,150.82,140.686,2.23963,0.740505,103.146,67.2741,1.92084,-1.09927,81.5861,388.958,
-1.4959,201.456,148.409,201.456,148.409,0.311546,-1.7238,0.311546,-1.7238,55.3196,540.666,3.0508,-1.41225,366.767,252.678,-1.4959,0.311188,114.345,875.903,
0.997849,351.763,86.1137,351.763,86.1137,1.19086,0.739895,1.19086,0.739895,278.554,347,3.62786,0.450964,292.43,282.645,0.997849,0.180473,36.7655,626.63,
0.263919,119.535,47.0049,119.535,47.0049,-0.0464819,0.558993,-0.0464819,0.558993,75.3384,155.51,2.86891,-0.512511,297.025,60.7345,0.263919,0.0514567,251.368,270.374,
0.562996,165.333,31.3151,165.333,31.3151,-0.44723,-0.46189,-0.44723,-0.46189,135.523,142.496,3.4225,-0.0146599,440.345,187.814,0.562996,-0.910922,332.421,707.313,
-1.32993,30.339,382.48,382.48,30.339,2.15826,0.395246,0.395246,2.15826,361.755,293.234,2.35219,1.76301,594.517,52.1413,-1.32993,0.733449,542.85,567.268,
-1.15849,117.014,147.906,147.906,117.014,-1.54317,1.98843,1.98843,-1.54317,53.9936,790.377,3.47981,-0.445254,131.772,82.6467,-1.15849,1.76302,132.847,457.938,
-1.12722,444.384,150.278,444.384,150.278,1.25743,-1.37769,1.25743,-1.37769,299.113,1032.78,3.35289,-0.12026,156.32,41.2399,-1.12722,1.52888,125.202,321.345,
-1.15573,78.3119,112.981,112.981,78.3119,-1.7256,1.63821,1.63821,-1.7256,94.6149,515.695,2.16764,0.0873873,200.616,124.569,-1.15573,2.29655,76.1853,916.734,
-0.373562,228.162,31.1415,228.162,31.1415,0.572294,-1.02233,0.572294,-1.02233,199.783,222.623,3.53694,-0.450035,537.003,95.0791,-0.373562,-0.0948752,441.989,457.123,
-1.82985,82.5257,179.891,179.891,82.5257,-0.953292,2.17886,2.17886,-0.953292,123.713,604.007,3.7787,-1.22556,83.2662,79.4879,-1.82985,1.91483,83.7718,535.287,
0.211714,314.552,112.621,314.552,112.621,-0.246053,1.63204,-0.246053,1.63204,208.981,552.346,3.42854,-1.38599,287.246,260.532,0.211714,0.744817,61.0668,568.684,
0.593604,151.417,221.484,221.484,151.417,1.51872,0.381425,0.381425,1.51872,95.1339,422.213,2.78836,1.13729,205.485,93.0844,0.593604,1.97978,168.472,327.174,
1.21822,225.66,459.182,459.182,225.66,-0.0578352,0.868807,0.868807,-0.0578352,238.753,712.413,2.98703,-0.810971,107.415,66.8862,1.21822,-0.125891,88.7317,194.899,
0.677226,38.987,452.701,452.701,38.987,-0.071781,0.706807,0.706807,-0.071781,417.012,281.262,3.5382,-0.635026,722.042,184.12,0.677226,-0.422914,664.512,747.109,
1.42235,113.962,121.487,121.487,113.962,0.700343,-0.655593,-0.655593,0.700343,7.84246,291.507,3.16037,0.0447501,394.519,85.2828,1.42235,-1.43695,319.105,808.369,
0.700357,263.42,21.5553,263.42,21.5553,0.194639,-2.5374,0.194639,-2.5374,273.344,287.658,1.12839,-2.34276,665.387,57.3153,0.700357,-1.06823,608.802,555.413,
2.00414,209.615,54.6925,209.615,54.6925,-0.498699,1.3088,-0.498699,1.3088,163.382,303.305,3.6311,-0.810098,290.182,233.09,2.00414,-0.510217,144.434,980.753,
-2.41741,161.813,225.165,225.165,161.813,-2.21009,1.01012,1.01012,-2.21009,90.0965,991.113,3.4788,1.19997,193.459,91.1722,-2.41741,1.51321,184.046,954.956,
-2.00253,195.941,419.546,419.546,195.941,-2.36458,-0.641237,-0.641237,-2.36458,224.267,799.629,3.20165,1.72334,124.528,93.4334,-2.00253,-1.20207,37.4352,233.884,
-2.30086,73.6096,59.3638,73.6096,59.3638,-1.55019,0.538103,-1.55019,0.538103,39.8305,207.765,2.57121,1.01209,173.076,155.942,-2.30086,1.44523,96.9699,1091.75,
-1.05998,327.878,189.739,327.878,189.739,-0.597806,0.940505,-0.597806,0.940505,144.971,652.34,3.31814,-0.342698,228.351,54.2991,-1.05998,0.928637,190.44,336.151,
-0.023775,206.852,169.574,206.852,169.574,-0.0547999,0.195711,-0.0547999,0.195711,331.378,184.655,0.993808,-0.140911,916.756,420.991,-0.023775,0.275662,564.297,1229.09,
-1.90512,113.553,124.238,124.238,113.553,-2.238,1.78355,1.78355,-2.238,56.0111,901.373,3.60874,0.454455,172.888,57.9209,-1.90512,0.450894,130.493,352.492,
-1.62458,201.118,52.1079,201.118,52.1079,-1.18261,0.0709467,-1.18261,0.0709467,156.74,241.447,2.66213,1.11166,287.46,217.709,-1.62458,0.696912,102.082,873.895,
0.225434,162.346,26.3025,162.346,26.3025,-0.964867,0.335685,-0.964867,0.335685,172.094,119.464,5.01785,0.629182,360.812,153.377,0.225434,-0.755245,214.961,526.318,
-0.213463,239.633,88.9661,239.633,88.9661,1.26754,-0.339906,1.26754,-0.339906,261.438,328.094,1.50012,0.927633,537.444,83.1392,-0.213463,-0.400497,454.851,425.621,
1.21371,165.715,93.6769,165.715,93.6769,-0.830079,1.24934,-0.830079,1.24934,131.668,380.825,4.05789,-0.419265,68.3743,47.1425,1.21371,-1.08862,61.0529,189.395,
0.966466,36.4662,170.435,170.435,36.4662,-1.81881,1.68044,1.68044,-1.81881,137.009,466.324,2.7755,0.13837,151.239,149.375,0.966466,-1.6303,108.856,583.271,
0.65903,69.583,61.9355,69.583,61.9355,0.582534,-0.911832,0.582534,-0.911832,11.8288,169.443,3.00402,-0.329298,175.447,174.709,0.65903,-1.40327,45.0931,551.875,
-1.76951,105.181,118.212,118.212,105.181,-2.15331,1.02763,1.02763,-2.15331,124.873,556.084,1.96035,1.12568,167.373,97.7795,-1.76951,0.998226,219.601,501.571,
0.711158,160.628,65.1201,160.628,65.1201,0.590205,-1.31272,0.590205,-1.31272,101.179,302.498,2.81359,-0.722515,612.424,149.174,0.711158,-0.355392,756.256,350.756,
-1.07857,38.37,77.4841,77.4841,38.37,-0.573366,0.74755,0.74755,-0.573366,54.5398,128.197,2.42957,-0.174184,304.961,31.2269,-1.07857,1.7116,297.702,401.878,
-2.19468,175.248,93.654,175.248,93.654,0.965463,-2.44928,0.965463,-2.44928,126.831,723.209,3.91896,-1.48382,102.568,67.2417,-2.19468,-0.0211991,57.8955,271.264,
-1.78077,88.8269,83.8997,88.8269,83.8997,-2.14017,2.06131,-2.14017,2.06131,97.0487,709.467,4.33367,0.0788648,138.563,93.5975,-1.78077,1.18865,111.691,519.46,
-0.880445,104.972,283.107,283.107,104.972,-0.387641,0.46506,0.46506,-0.387641,205.462,362.409,2.53859,-0.0774184,390.759,227.167,-0.880445,1.29306,355.974,932.104,
-0.694913,152.931,71.179,152.931,71.179,-1.58064,1.20442,-1.58064,1.20442,105.521,440.846,2.4907,0.376214,40.3816,32.2856,-0.694913,1.39884,69.6185,93.482,
0.0335634,87.1632,212.099,212.099,87.1632,-0.409499,0.724906,0.724906,-0.409499,128.533,315.422,2.91904,-0.315407,753.407,160.149,0.0335634,0.20118,596.452,706.939,
-0.238119,254.108,177.804,254.108,177.804,0.647096,-2.33526,0.647096,-2.33526,85.9722,991.314,3.32821,-1.68817,53.6834,47.4517,-0.238119,-1.95762,39.9794,136.334,
-0.936671,81.1826,136.509,136.509,81.1826,-0.834952,1.4542,1.4542,-0.834952,57.067,363.917,3.27454,-0.619247,173.918,31.7575,-0.936671,1.66409,162.759,282.988,
1.48062,28.0779,214.097,214.097,28.0779,-0.549665,1.71949,1.71949,-0.549665,195.164,259.415,3.92278,-1.16982,243.087,193.871,1.48062,-1.11104,52.3597,853.326,
0.0222037,272.719,47.4656,272.719,47.4656,-0.777842,-0.778146,-0.777842,-0.778146,229.86,222.896,3.54679,-0.000303281,298.42,208.198,0.0222037,-1.45121,357.86,539.12,
1.8045,70.7245,82.5702,82.5702,70.7245,-0.045191,0.870506,0.870506,-0.045191,44.8662,163.508,2.56746,-0.825315,218.815,83.141,1.8045,-0.163889,164.382,402.541,
2.19563,34.5661,41.9934,41.9934,34.5661,1.73831,-0.766762,-0.766762,1.73831,61.8117,130.497,1.26917,0.971545,157.995,62.2919,2.19563,-1.56693,160.446,654.239,
-1.46991,147.237,104.442,147.237,104.442,1.01817,-1.20338,1.01817,-1.20338,99.751,407.568,2.39797,-0.185211,204.078,56.3449,-1.46991,0.414881,191.695,295.834,
